_id,case-name,cpu,duration,frame,git-branch,git-commit,git-datetime,git-timestamp,machine,nodename,returncode,test-name,test-size,uuid
5b343aa18ea11a991d6ff71b,11_exact_2d_nc_p0,1,0.73466269,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,defa7589b4854695bbc5d919d375a443
5b343cf08ea11a991d700f45,10_exact_2d_cc,1,0.74299274,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,46601f0bd7944179a4676f43e6ed0735
5b343ef38ea11a991d7026ae,11_exact_2d_nc_p0,1,0.735556743,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,8a08ffbfab3e4275b5d8dce42b4514f6
5b3440ff8ea11a991d703e52,11_exact_2d_nc_p0,1,0.757313068,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,7df2d5aa24774040b799db7275442a5f
5b3443038ea11a991d705695,11_exact_2d_nc_p0,1,0.74700018,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,af09372a050e4709b071f5f4561bea98
5b34455c8ea11a991d706f4a,10_exact_2d_cc,1,0.770477017,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,4257b8ea0af24ee88560f8725eca07ad
5b3447ac8ea11a991d708790,10_exact_2d_cc,1,0.792318088,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,4701e795ffd64a279ca01fda47e3baa5
5b3449ae8ea11a991d709ec7,10_exact_2d_cc,1,0.887923556,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,b46a9ab723de44768b6f695b511751c5
5b344c028ea11a991d70b736,10_exact_2d_cc,1,0.777244902,Whole Program,master,fb8f6ebae251d70a463d6f1bf4aa863ece7a6faf,2018-06-20 11:29:55,1529486995,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,7bb6c77bec494e2bbe1c6c3bf85095c1
5b344e128ea11a32dce275bc,11_exact_2d_nc_p0,1,0.730266135,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,ed802f7a1c144384a495d2060248860f
5b3450158ea11a32dce28d07,10_exact_2d_cc,1,0.779159154,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,8a4c233abc5f4d57ac6cd087207bebde
5b34521c8ea11a32dce2a43e,10_exact_2d_cc,1,0.81530347,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,59ea5089a7964d3a90ca8febff1b69ac
